REACTANTS;TYPE; ALPHA;BETA;GAMMA ; NBR;STRINGBR; REF_ALPHA;REF_BETA;REF_GAMMA;REF_BR ; COMMENTS;TIMESTAMP
"C4H7+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";33;"Dirg(0.198*Diri(1<C4H6 + H>,1*Dior(2<C4H5 + H2>,1<C4H5 + H + H>),1<C4H4 + H2 + H>,1<C4H3 + H2 + H2>;1),0.654*Diri(1<C3H7 + C>,1<C3H6 + CH>,1*Diri(1<C3H5 + 1CH2>,1<C3H5 + 3CH2>;1),1*Diri(1<CH3C2H + CH3>,1*Diri(1<CH3C2H + 1CH2 + H>,1<CH3C2H + 3CH2 + H>;1),1<CH3C2H + CH + H2>;1),1*Diri(1<CH2CCH2 + CH3>,1*Diri(1<CH2CCH2 + 1CH2 + H>,1<CH2CCH2 + 3CH2 + H>;1),1<CH2CCH2 + CH + H2>;1),1*Diri(1<C3H3 + CH4>,1<C3H3 + CH3 + H>,1*Diri(1<C3H3 + 1CH2 + H2>,1<C3H3 + 3CH2 + H2>;1);1),1*Diri(1<cC3H2 + CH4 + H>,1<cC3H2 + CH3 + H2>;1),1*Diri(1<cC3H + CH4 + H2>,1<lC3H + CH4 + H2>;1);1),0.147*Diri(1<C2H6 + C2H>,1<C2H5 + C2H2>,1*Diri(1<C2H4 + C2H2 + H>,1<C2H4 + C2H + H2>;1),1*Diri(1<C2H3 + C2H3 + H>,1<C2H3 + C2H2 + H2>;1);1),0.001*Diri(1<C2H2 + 1CH2 + CH3>,1<C2H2 + 3CH2 + CH3>;1);0.044,0.059,0.034,0.01)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H8+ + E";"dr";"Logu(0.5e-6,3e-6)";"Unif(0.5,1.5)";"Delta(0)";45;"Dirg(0.305*Diri(1<C4H7 + H>,1*Dior(2<C4H6 + H2>,1<C4H6 + H + H>),1*Dior(2<C4H5 + H2 + H>,1<C4H5 + H + H + H>),1*Dior(2<C4H4 + H2 + H2>,1<C4H4 + H2 + H + H>);1),0.633*Diri(1<C3H8 + C>,1<C3H7 + CH>,1*Diri(1*Diri(1<C3H6 + 1CH2>,1<C3H6 + 3CH2>;1),1<C3H6 + CH + H>,1<C3H6 + C + H2>;1),1*Diri(1<C3H5 + CH3>,1*Diri(1<C3H5 + 1CH2 + H>,1<C3H5 + 3CH2 + H>;1),1<C3H5 + CH + H2>;1),1*Diri(1<CH3C2H + CH4>,1<CH3C2H + CH3 + H>,1*Diri(1<CH3C2H + 1CH2 + H2>,1<CH3C2H + 3CH2 + H2>;1);1),1*Diri(1<CH2CCH2 + CH4>,1<CH2CCH2 + CH3 + H>,1*Diri(1<CH2CCH2 + 1CH2 + H2>,1<CH2CCH2 + 3CH2 + H2>;1);1),1*Diri(1<C3H3 + CH4 + H>,1<C3H3 + CH3 + H2>;1),1*Dior(2<cC3H2 + CH4 + H2>,1<cC3H2 + CH4 + H + H>);1),0.061*Diri(1*Diri(1<C2H6 + C2H2>,1<C2H6 + C2H + H>,1<C2H6 + 1C2 + H2>;1),1*Diri(1<C2H5 + C2H3>,1<C2H5 + C2H2 + H>,1<C2H5 + C2H + H2>;1),1*Diri(1<C2H4 + C2H4>,1<C2H4 + C2H3 + H>;1);1),0.001*Diri(1*Diri(1<C2H4 + CH + CH3>,1<C2H4 + C + CH4>;1),1<C2H3 + CH + CH4>,1*Diri(1<C2H2 + CH3 + CH3>,1*Diri(1<C2H2 + 1CH2 + CH4>,1<C2H2 + 3CH2 + CH4>;1);1),1<C2H + CH4 + CH3>,1<1C2 + CH4 + CH4>;1);0.031,0.032,0.021,0.01)";"Plessis2010";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H9+ + C2H4";"kooij";"Logn(4e-10,1.3)";"Delta(0)";"Delta(0)";3;"Diri(1<C6H9+ + H2 + H2>,1<C6H11+ + H2>,1<C6H13+ + HV>;1)";"Anicich2003";"NA";"NA";"Anicich2003";"No info on BR values";2022-08-19 09:23:57
"C4H9+ + CH3NH2";"kooij";"Logn(1.3e-09,1.6)";"Delta(0)";"Delta(0)";1;"CxHyNz+ + Products";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C4H9+ + E";"dr";"Logn(8.3e-7,1.3)";"Unif(0.5,1.5)";"Delta(0)";36;"Dirg(0.573*Diri(1<C4H8 + H>,1*Dior(2<C4H7 + H2>,1<C4H7 + H + H>),1<C4H6 + H2 + H>,1*Dior(2<C4H5 + H2 + H2>,1<C4H5 + H2 + H + H>);1),0.411*Diri(1<C3H8 + CH>,1*Diri(1<C3H7 + 1CH2>,1<C3H7 + 3CH2>;1),1*Diri(1<C3H6 + CH3>,1*Diri(1<C3H6 + 3CH2 + H>,1<C3H6 + 1CH2 + H>;1),1<C3H6 + CH + H2>;1),1*Diri(1<C3H5 + CH4>,1<C3H5 + CH3 + H>,1*Diri(1<C3H5 + 3CH2 + H2>,1<C3H5 + 1CH2 + H2>;1);1),1*Diri(1<CH3C2H + CH4 + H>,1<CH3C2H + CH3 + H2>;1),1*Diri(1<CH2CCH2 + CH4 + H>,1<CH2CCH2 + CH3 + H2>;1),1<C3H3 + CH4 + H2>;1),0.015*Diri(1*Diri(1<C2H6 + C2H3>,1<C2H6 + C2H2 + H>,1<C2H6 + C2H + H2>;1),1*Diri(1<C2H5 + C2H4>,1<C2H5 + C2H3 + H>,1<C2H5 + C2H2 + H2>;1),1<C2H4 + C2H4 + H>;1),0.001*Diri(1*Diri(1<C2H4 + CH + CH4>,1*Diri(1<C2H4 + 1CH2 + CH3>,1<C2H4 + 3CH2 + CH3>;1);1),1*Diri(1<C2H3 + CH3 + CH3>,1*Diri(1<C2H3 + 1CH2 + CH4>,1<C2H3 + 3CH2 + CH4>;1);1),1<C2H2 + CH3 + CH4>;1);0.041,0.038,0.026,0.01)";"Lehfaoui1997";"Plessis2010";"NA";"Florescu2006;Angelova2004;Mitchell2003;Mitchell2005";"NA";2022-08-19 09:23:57
"C4H9+ + NH3";"kooij";"Logn(1.6e-09,1.6)";"Delta(0)";"Delta(0)";2;"Dirg(0.98<NH4+ + C4H8>,0.01<CxHyNz+ + HV>;0.10,0.02)";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C4HN2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C4N+ + C2H2";"kooij";"Logn(8e-10,1.3)";"Delta(0)";"Delta(0)";2;"Diut(0.70<C5H+ + HCN>,0.00<C6H2N+ + HV>;1.00,0.30)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + C4H2";"kooij";"Logn(1.6e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.40<C7H+ + HCN>,0.60<C8H2N+ + HV>;0.13,0.06)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + CH3CN";"kooij";"Logn(3.1e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.60<C2H3+ + C4N2>,0.40<C4HN2+ + C2H2>;0.06,0.13)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + CH4";"kooij";"Logn(6.35e-10,1.2)";"Delta(0)";"Delta(0)";7;"Dirg(0.05<H3+ + HC5N>,0.22<C2H3+ + HC3N>,0.01<C4H2+ + H2CN>,0.32<C4H3+ + HCN>,0.08<HCNH+ + C4H2>,0.26<HC3NH+ + C2H2>,0.06<HC5NH+ + H2>;0.05,0.07,0.01,0.11,0.08,0.09,0.06)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";2;"Diri(1<C2N + 1C2>,1<C3N + C>;1)";"Plessis2010";"Plessis2010";"NA";"Woodall2007";"NA";2022-08-19 09:23:57
"C4N+ + H2";"kooij";"Logn(2.2e-11,1.3)";"Delta(0)";"Delta(0)";1;"C3H+ + HCN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + H2O";"kooij";"Logn(1.5e-09,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.50<HC3NH+ + CO>,0.40<HCO+ + HC3N>,0.10<C4H2NO+ + HV>;0.05,0.13,0.10)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + HC3N";"kooij";"Logn(1e-09,1.3)";"Delta(0)";"Delta(0)";1;"C7HN2+ + HV";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N+ + HCN";"kooij";"Logn(3.8e-10,1.3)";"Delta(0)";"Delta(0)";1;"HC5N2+ + HV";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C4N2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C5H+ + C2H2";"kooij";"Logn(5e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.3<C7H2+ + H>,0.7<C7H3+ + HV>;0.1,0.07)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H+ + HCN";"kooij";"Logn(9e-11,1.3)";"Delta(0)";"Delta(0)";1;"C6H2N+ + HV";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H11+ + CH3NH2";"kooij";"Logn(9.1e-10,1.15)";"Delta(0)";"Delta(0)";1;"CH3NH3+ + C5H10";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H11+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H11+ + NH3";"kooij";"Logn(6.5e-10,1.15)";"Delta(0)";"Delta(0)";1;"NH4+ + C5H10";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H2+ + C4H2";"kooij";"Logn(1e-09,2)";"Delta(0)";"Delta(0)";2;"Dirg(0.60<C7H3+ + C2H>,0.40<C9H4+ + HV>;0.06,0.13)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H2+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H3+ + C4H2";"kooij";"Logn(5.6e-10,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.43<C7H3+ + C2H2>,0.57<C9H5+ + HV>;0.15,0.06)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H3+ + C6H6";"kooij";"Logn(2.4e-10,1.6)";"Delta(0)";"Delta(0)";1;"CxHy+ + CxHy";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C5H3+ + E";"dr";"Logn(9e-07,1.3)";"Unif(5e-01,1.5)";"Delta(0)";1;"CxHy";"Abouelaziz1993";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H3N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C5H4+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H4+ + N4S";"kooij";"Logn(1e-10,2)";"Delta(0)";"Delta(0)";1;"C5H3N+ + H";"KIDA";"NA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"C5H4N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C5H5+ + C2H2";"kooij";"Logn(1.7e-10,1.3)";"Delta(0)";"Delta(0)";1;"C7H7+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C5H5+ + C4H2";"kooij";"Logn(2.2e-10,1.4)";"Delta(0)";"Delta(0)";3;"Diri(1<C7H5+ + C2H2>,1<C7H7+ + 1C2>,1<C9H7+ + HV>;1)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C5H5+ + CH2NH";"kooij";"Logn(3.2e-10,1.3)";"Delta(0)";"Delta(0)";1;"CH2NH2+ + C5H4";"NA";"NA";"NA";"NA";"Refs ???";2022-08-19 09:23:57
"C5H5+ + CH3NH2";"kooij";"Logn(2.39e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.87<CH3NH3+ + C5H4>,0.13<CH2NH2+ + C5H4 + H2>;0.09,0.05)";"NA";"NA";"NA";"NA";"Refs ???";2022-08-19 09:23:57
"C5H5+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H5+ + N4S";"kooij";"Logn(1e-10,2)";"Delta(0)";"Delta(0)";1;"C5H3N+ + H2";"KIDA";"NA";"NA";"KIDA";"NA";2022-08-19 09:23:57
"C5H5+ + NH3";"kooij";"Logn(0.3500E-10,1.2)";"Delta(0)";"Delta(0)";1;"NH4+ + C5H4";"Vuitton2007;Operti2004";"NA";"NA";"Vuitton2007;Operti2004";"NA";2022-08-19 09:23:57
"C5H5N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C5H6N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C5H7+ + CH3C2H";"kooij";"Logn(7e-10,1.6)";"Delta(0)";"Delta(0)";1;"C8H11+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C5H7+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5H9+ + E";"dr";"Logn(9.5e-07,1.32)";"Unif(5.0e-01,1.50)";"Delta(0)";1;"CxHy";"Rebrion-Rowe1998";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C5HN2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C6H11+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C6H13+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C6H2+ + C2H2";"kooij";"Logn(1.4e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.69<SOOTC+ + H>,0.31<SOOTC+>;0.07,0.10)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H2+ + C4H2";"kooij";"Logn(1.06e-09,1.2)";"Delta(0)";"Delta(0)";1;"SOOTC+ + C2H2";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H2+ + C6H6";"kooij";"Logn(1.3e-09,1.2)";"Delta(0)";"Delta(0)";1;"SOOTC+";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H2+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H2+ + N4S";"kooij";"Logn(1.9e-10,1.4)";"Delta(0)";"Delta(0)";1;"C5H+ + HCN";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H2N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C6H2N2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C6H3+ + C2H2";"kooij";"Logn(4.6e-10,1.2)";"Delta(0)";"Delta(0)";1;"C8H5+ + HV";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H3+ + C4H2";"kooij";"Logn(5.4e-10,1.2)";"Delta(0)";"Delta(0)";1;"C8H3+ + C2H2";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H3+ + C6H6";"kooij";"Logn(5e-10,1.2)";"Delta(0)";"Delta(0)";1;"CxHy+ + CxHy";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H3+ + E";"dr";"Logu(5e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"CxHy";"Plessis2010";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H4+ + C2H2";"kooij";"Logn(2.9e-10,1.6)";"Delta(0)";"Delta(0)";1;"C8H6+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H4+ + C6H6";"kooij";"Logn(1.4e-10,1.6)";"Delta(0)";"Delta(0)";2;"Dirg(0.1<CxHy+ + H2>,0.9<CxHy+ + HV>;0.1,0.09)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H4+ + E";"dr";"Logn(1.1e-06,1.3)";"Unif(5.0e-01,1.5)";"Delta(0)";1;"CxHy";"Rebrion-Rowe1998";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H4+ + H";"kooij";"Logn(3.3e-11,1.6)";"Delta(0)";"Delta(0)";1;"C6H5+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + C2H2";"kooij";"Logn(1.3e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.60<C8H6+ + H>,0.40<C8H7+ + HV>;0.06,0.13)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + C2H4";"kooij";"Logn(1.7e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.60<C6H7+ + C2H2>,0.40<C8H7+ + H2>;0.06,0.13)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + C2H6";"kooij";"Logn(1.3e-10,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.97<C6H7+ + C2H4>,0.03<C7H7+ + CH4>;0.10,0.03)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + C3H6";"kooij";"Logn(3.4e-10,1.3)";"Delta(0)";"Delta(0)";1;"C7H7+ + C2H4";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H5+ + C4H6";"kooij";"Logn(3.3e-10,1.3)";"Delta(0)";"Delta(0)";5;"Dirg(0.35<SOOTC+ + C2H4>,0.10<SOOTC+ + CH4>,0.20<SOOTC+ + CH3>,0.20<SOOTC+ + H2 + H>,0.10<SOOTC+ + H2>;0.12,0.10,0.07,0.07,0.10)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H5+ + C6H6";"kooij";"Logn(4.7e-10,1.6)";"Delta(0)";"Delta(0)";1;"CxHy+ + CxHy";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H5+ + CH2CCH2";"kooij";"Logn(7.2e-10,1.2)";"Delta(0)";"Delta(0)";2;"Dirg(0.30<C7H7+ + C2H2>,0.70<C9H7+ + H2>;0.10,0.07)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H5+ + CH3C2H";"kooij";"Logn(2.3e-10,1.3)";"Delta(0)";"Delta(0)";3;"Dirg(0.18<C7H7+ + C2H2>,0.79<C9H7+ + H2>,0.05<C9H8+ + H>;0.06,0.08,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + CH4";"kooij";"Logn(7.5e-11,1.3)";"Delta(0)";"Delta(0)";1;"C7H7+ + H2";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + E";"dr";"Logn(1.1e-06,1.3)";"Unif(5.0e-01,1.5)";"Delta(0)";1;"CxHy";"Rebrion-Rowe1998";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H5+ + H2";"kooij";"Logn(6e-11,1.2)";"Delta(0)";"Delta(0)";1;"C6H7+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + N4S";"kooij";"Logn(3.7e-11,1.4)";"Delta(0)";"Delta(0)";1;"C5H4+ + HCN";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H5+ + NH3";"kooij";"Delta(0.2080E-09)";"Delta(0)";"Delta(0)";3;"Mlgn(0.36<NH4+ + C6H4>,0.23<C6H7N+ + H>,0.41<C6H8N+ + HV>;1.2,1.2,1.2)";"Vuitton2007;Operti2004";"NA";"NA";"Vuitton2007;Operti2004";"Treatment as independent partial rates (see Operti2004)";2022-08-19 09:23:57
"C6H6+ + C4H2";"kooij";"Logn(5e-10,1.3)";"Delta(0)";"Delta(0)";1;"SOOTC+";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H6+ + E";"dr";"Logn(1e-06,1.33)";"Unif(5e-01,1.50)";"Delta(0)";1;"CxHy";"Abouelaziz1993";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H6+ + H";"kooij";"Logn(2.5e-10,1.5)";"Delta(0)";"Delta(0)";1;"C6H7+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H6+ + N4S";"kooij";"Logn(1.4e-10,1.4)";"Delta(0)";"Delta(0)";2;"Diut(0.95<C5H5+ + HCN>,0.00<cC3H3+ + CH2CHCN>;1.00,0.05)";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H7+ + CH2CCH2";"kooij";"Logn(4.7e-11,1.25)";"Delta(0)";"Delta(0)";1;"C3H5+ + C6H6";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H7+ + CH3C2H";"kooij";"Logn(9.7e-11,1.3)";"Delta(0)";"Delta(0)";1;"C7H7+ + C2H4";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C6H7+ + E";"dr";"Logn(2.4e-6,1.37)";"Nort(1.3,1.30,0.5,1.5)";"Delta(0)";1;"Products";"McLain2004";"McLain2004;Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H7+ + H2CNN";"kooij";"Logn(1e-09,1.3)";"Delta(0)";"Delta(0)";2;"Dirg(0.75<CH3N2+ + C6H6>,0.25<C7H7+ + N2 + H2>;0.08,0.08)";"Anicich2003";"NA";"NA";"Anicich2003";"NA";2022-08-19 09:23:57
"C6H7+ + NH3";"kooij";"Logn(2.2e-10,1.2)";"Delta(0.0e+00)";"Delta(0)";1;"NH4+ + C6H6";"NA";"NA";"NA";"NA";"NA";2022-08-19 09:23:57
"C6H7N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C6H8N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C6H9+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C6HN2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C7H+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C7H2+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C7H3+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C7H3N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C7H3NH+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"No data: auto generated";2022-08-19 09:23:57
"C7H5+ + E";"dr";"Logn(7e-07,1.29)";"Unif(5e-01,1.50)";"Delta(0)";1;"CxHy";"Abouelaziz1993";"Plessis2010";"NA";"NA";"NA";2022-08-19 09:23:57
"C7H5N+ + E";"dr";"Logu(3e-07,3.0e-06)";"Unif(5e-01,1.5e+00)";"Delta(0)";1;"Products";"NA";"NA";"NA";"NA";"Default data: auto generated";2022-08-19 09:23:57
"C7H7+ + C2H4";"kooij";"Logn(2e-10,1.3)";"Delta(0)";"Delta(0)";1;"C9H11+ + HV";"McEwan2007";"NA";"NA";"McEwan2007";"NA";2022-08-19 09:23:57
"C7H7+ + C4H2";"kooij";"Logn(1e-09,2)";"Delta(0)";"Delta(0)";1;"CxHy+ + HV";"Vuitton2007";"NA";"NA";"Vuitton2007";"NA";2022-08-19 09:23:57
"C7H7+ + CH2NH";"kooij";"Logn(3.4e-11,1.3)";"Delta(0)";"Delta(0)";1;"CH2NH2+ + C7H6";"NA";"NA";"NA";"NA";"Ref ???";2022-08-19 09:23:57
